food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Sandwiches	Burger King	Breakfast Burrito Jr.	"Breakfast Burrito Jr., Breakfast"	370	23	8	0	170	930	27	3	2	15	6.8	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Burgers	Burger King	Impossible Whopper	"Impossible Whopper, Flame Grilled Burgers"	630	34	11	0	20	1080	58	4	12	25	6.6	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Burgers	Veggie	
Sandwiches	Burger King	"Sides, 1 Crispy Taco"	"Sides, 1 Crispy Taco, Chicken & Fish"	170	9	3	0	10	360	19	2	1	5	8.6	"Low: dietary fiber, protein"	Sandwiches	Beef	
Burgers	Burger King	Whopper	"Whopper, Flame Grilled Burgers"	660	40	12	1	90	980	49	2	11	28	4.3	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Burger King	"Bacon, Sausage, Egg & Cheese Biscuit Sandwich"	"Bacon, Sausage, Egg & Cheese Biscuit Sandwich, Breakfast"	770	56	26	1	440	2550	35	1	4	35	3.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Burger King	"Bacon, Sausage, Egg & Cheese Biscuit King Croissan'Wich"	"Bacon, Sausage, Egg & Cheese Biscuit King Croissan'Wich, Breakfast"	580	40	16	0	245	1260	31	1	5	23	5.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Burger King	"Breakfast Sandwiches, Breakfast Bacon King (Sausage)"	"Breakfast Sandwiches, Breakfast Bacon King (Sausage), Breakfast"	640	40	15	0.5	175	1700	44	2	10	27	4.3	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Burger King	"Double Sausage, Egg & Cheese Biscuit Sandwich"	"Double Sausage, Egg & Cheese Biscuit Sandwich, Breakfast"	910	69	30	2	465	2760	35	1	4	39	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Burger King	"Double Sausage, Egg & Cheese Croissan'Wich"	"Double Sausage, Egg & Cheese Croissan'Wich, Breakfast"	790	59	24	1	260	1780	32	1	5	33	3.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Burger King	"Sausage, Egg & Cheese French Toast Sandwich"	"Sausage, Egg & Cheese French Toast Sandwich, Breakfast"	590	38	14	0	475	1510	30	2	10	30	5	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Burgers	Burger King	"Build Your Own Sandwich, Whopper (Plain)"	"Build Your Own Sandwich, Whopper (Plain), Flame Grilled Burgers"	730	40	17	0	130	660	47	2	8	49	5.7	"High: calories, total fat, saturated fat, cholesterol | Low: dietary fiber"	Burgers	Beef	
Burgers	Burger King	Double Whopper	"Double Whopper, Flame Grilled Burgers"	900	58	20	1	175	1050	49	2	11	48	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Burger King	"Flame Grilled Burgers, Big King XL"	"Flame Grilled Burgers, Big King XL, Flame Grilled Burgers"	1010	63	27	0	185	1840	56	2	14	57	4.3	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Burger King	"Flame Grilled Burgers, Double Steakhouse King"	"Flame Grilled Burgers, Double Steakhouse King, Flame Grilled Burgers"	1160	710	26	0	215	1690	57	2	9	58	4.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Burgers	Burger King	Rodeo Burger	"Rodeo Burger, Flame Grilled Burgers"	330	14	4.5	0	35	530	38	2	9	13	8.2	Low: dietary fiber	Burgers	Beef	
Burgers	Burger King	Texas Double Whopper	"Texas Double Whopper, Flame Grilled Burgers"	1880	136	51	2.5	355	3080	58	4	13	110	3.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Burgers	Beef	
Sandwiches	Burger King	BLT Chicken Jr. Sandwich	"BLT Chicken Jr. Sandwich, Chicken & Fish"	490	32	6	0	40	770	37	2	5	14	7.2	"High: total fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Salads	Burger King	Crispy Chicken Garden Salad	"Crispy Chicken Garden Salad, Salads & Veggies"	870	71	14	0	100	1610	35	3	7	27	5.4	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Burger King	Side Garden Salad	"Side Garden Salad, Salads & Veggies"	320	32	6	0	20	340	5	1	4	5	6.8	"High: total fat | Low: dietary fiber, protein"	Salads	Veggie	
Sandwiches	Chick Fil A	Chick-fil-A Chicken Sandwich	"Chick-fil-A Chicken Sandwich, Entrees"	440	17	4	0	70	1400	41	1	6	29	7.4	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Grilled Chicken Sandwich	"Grilled Chicken Sandwich, Entrees"	380	12	2	0	75	760	43	3	11	28	8.4	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Grilled Chicken Club w/ Colby Jack	"Grilled Chicken Club w/ Colby Jack, Entrees"	520	22	8	0	105	1110	44	3	12	37	6.5	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Chicken Biscuit	"Chick-fil-A Chicken Biscuit, Breakfast"	460	23	8	0	45	1510	45	2	6	19	7.1	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Bacon, Egg & Cheese Biscuit"	"Bacon, Egg & Cheese Biscuit, Breakfast"	420	23	11	0	180	1290	38	2	4	15	5.9	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Soup	Chick Fil A	"Chicken Noodle Soup, Bowl"	"Chicken Noodle Soup, Bowl, Sides"	280	6	2	0	55	2060	38	2	2	17	8.8	High: sodium | Low: dietary fiber	Soup	Chicken	
Salads	Chick Fil A	Side Salad	"Side Salad, Sides"	470	42	8	0	35	690	16	4	5	7	6.4	"High: total fat, saturated fat | Low: dietary fiber, protein"	Salads	Veggie	
Sandwiches	Chick Fil A	"Chick-fil-A Chick-n-Minis, 4ct"	"Chick-fil-A Chick-n-Minis, 4ct, Breakfast"	360	13	4	0	60	1060	41	2	8	20	7.9	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Deluxe Sandwich w/ American	"Chick-fil-A Deluxe Sandwich w/ American, Entrees"	500	22	7	0	85	1640	44	2	7	32	6.8	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Sausage, Egg & Cheese Biscuit"	"Sausage, Egg & Cheese Biscuit, Breakfast"	610	42	18	0	205	1510	38	2	4	22	5.3	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Chick Fil A	Spicy Deluxe Sandwich w/ Pepper Jack	"Spicy Deluxe Sandwich w/ Pepper Jack, Entrees"	550	25	8	0	85	1810	47	3	7	33	6.7	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Salads	Chick Fil A	Cobb Salad w/ Nuggets	"Cobb Salad w/ Nuggets, Salads"	850	61	13	0	235	2220	34	5	9	42	5.4	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Veggie	
Salads	Chick Fil A	Grilled Market Salad w/ Chick-fil-A Chick-n-Strips	"Grilled Market Salad w/ Chick-fil-A Chick-n-Strips, Salads"	750	43	8	0	85	1520	57	5	27	36	5.5	"High: calories, total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Grilled Market Salad w/ Grilled Nuggets	"Grilled Market Salad w/ Grilled Nuggets, Salads"	570	32	6.5	0	95	1090	41	6	27	32	6.3	"High: total fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Grilled Market Salad w/ No Chicken	"Grilled Market Salad w/ No Chicken, Salads"	440	29	5.5	0	10	650	40	5	26	7	6.6	"High: total fat, sugar | Low: dietary fiber, protein"	Salads	Chicken	
Salads	Chick Fil A	Grilled Market Salad w/ Nuggets	"Grilled Market Salad w/ Nuggets, Salads"	690	40	8	0	90	1860	51	5	27	34	5.5	"High: calories, total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Grilled Filet (Hot or Cold)	"Cobb Salad w/ Grilled Filet (Hot or Cold), Salads"	700	51	11	0	225	1380	25	5	9	37	5.6	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Grilled Nuggets	"Cobb Salad w/ Grilled Nuggets, Salads"	730	52	11	0	240	1450	24	6	9	41	5.7	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Cobb Salad w/ No Chicken	"Cobb Salad w/ No Chicken, Salads"	600	49	11	0	155	1010	23	5	9	16	5.8	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips	"Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips, Salads"	890	61	12	0	115	1710	44	8	9	43	6.3	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Grilled Nuggets	"Spicy Southwest Salad w/ Grilled Nuggets, Salads"	720	50	10	0	125	1280	29	8	8	39	6.4	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ No Chicken	"Spicy Southwest Salad w/ No Chicken, Salads"	590	47	9.5	0	35	840	27	7	7	14	7.3	"High: total fat, saturated fat, sodium"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Nuggets	"Spicy Southwest Salad w/ Nuggets, Salads"	840	58	12	0	120	2060	38	7	8	41	6.1	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Spicy Grilled Filet (Cold)	"Spicy Southwest Salad w/ Spicy Grilled Filet (Cold), Salads"	690	49	10	0	100	1570	29	8	8	33	6.7	"High: calories, total fat, saturated fat, sodium"	Salads	Chicken	
Sandwiches	Chick Fil A	Egg White Grill	"Egg White Grill, Breakfast"	290	8	3.5	0	60	980	30	1	2	26	8.4	High: sodium | Low: dietary fiber	Sandwiches	Egg	
Salads	Chick Fil A	Grilled Market Salad w/ Spicy Grilled Filet (Cold)	"Grilled Market Salad w/ Spicy Grilled Filet (Cold), Salads"	540	31	6	0	75	1370	42	6	27	26	6.6	"High: total fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Spicy Grilled Filet (Cold)	"Cobb Salad w/ Spicy Grilled Filet (Cold), Salads"	710	51	11	0	220	1770	25	6	9	36	5.8	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Sandwiches	Chick Fil A	"Bacon, Egg & Cheese Muffin"	"Bacon, Egg & Cheese Muffin, Breakfast"	310	14	6	0	180	810	29	1	2	16	7.2	"High: cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Chick Fil A	"Sausage, Egg & Cheese Muffin"	"Sausage, Egg & Cheese Muffin, Breakfast"	500	33	12	0	205	1030	30	1	2	23	5.7	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Salads	Chick Fil A	Cobb Salad w/ Chick-fil-A Chick-n-Strips	"Cobb Salad w/ Chick-fil-A Chick-n-Strips, Salads"	910	63	13	0	230	1870	40	6	10	45	5.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Soup	Chick Fil A	"Chicken Noodle Soup, Cup"	"Chicken Noodle Soup, Cup, Sides"	170	4	1	0	30	1220	25	1	1	10	8.3	"High: sodium | Low: dietary fiber, protein"	Soup	Chicken	
Sandwiches	Chick Fil A	"Hash Brown Scramble Burrito w/ Grilled Filet, no Hash Browns"	"Hash Brown Scramble Burrito w/ Grilled Filet, no Hash Browns, Breakfast"	500	25	10	0.5	415	1370	34	2	2	34	5.4	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Hash Brown Scramble Burrito w/ Sausage, no Hash Browns"	"Hash Brown Scramble Burrito w/ Sausage, no Hash Browns, Breakfast"	690	48	19	0.5	415	1420	34	2	1	32	4.7	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Chick Fil A	"Hash Brown Scramble Burrito w/ Nuggets, no Hash Browns"	"Hash Brown Scramble Burrito w/ Nuggets, no Hash Browns, Breakfast"	550	30	11	0.5	415	1500	38	2	2	33	5.1	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Chick Fil A	Hash Brown Scramble Burrito w/ Grilled Filet	"Hash Brown Scramble Burrito w/ Grilled Filet, Breakfast"	650	36	12	0.5	415	1620	46	3	2	35	5	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Hash Brown Scramble Burrito w/ Nuggets	"Hash Brown Scramble Burrito w/ Nuggets, Breakfast"	700	40	12	0.5	415	1750	51	3	2	34	4.9	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Egg	
Sandwiches	Chick Fil A	Hash Brown Scramble Burrito w/ Sausage	"Hash Brown Scramble Burrito w/ Sausage, Breakfast"	720	47	16	0.5	395	1450	46	3	1	28	4.9	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Pork	
Sandwiches	Chick Fil A	Spicy Chicken Sandwich	"Spicy Chicken Sandwich, Entrees"	460	19	4	0	65	1670	45	2	6	28	7.5	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Deluxe Sandwich w/ No Cheese	"Chick-fil-A Deluxe Sandwich w/ No Cheese, Entrees"	450	17	4	0	70	1410	43	2	7	30	7.5	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Deluxe Sandwich w/ Colby Jack	"Chick-fil-A Deluxe Sandwich w/ Colby Jack, Entrees"	530	24	8	0	90	1550	44	2	7	35	6.5	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Deluxe Sandwich w/ Pepper Jack	"Chick-fil-A Deluxe Sandwich w/ Pepper Jack, Entrees"	520	24	8	0	90	1550	44	2	7	34	6.5	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Spicy Deluxe Sandwich w/ No Cheese	"Spicy Deluxe Sandwich w/ No Cheese, Entrees"	470	19	4.5	0	65	1670	47	3	7	29	7.6	High: sodium | Low: dietary fiber	Sandwiches	Cheese	
Sandwiches	Chick Fil A	Spicy Deluxe Sandwich w/ American	"Spicy Deluxe Sandwich w/ American, Entrees"	520	23	7	0	80	1910	47	3	7	31	7	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Spicy Deluxe Sandwich w/ Colby Jack	"Spicy Deluxe Sandwich w/ Colby Jack, Entrees"	550	25	8	0	85	1820	47	3	7	34	6.7	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Cheese	
Sandwiches	Chick Fil A	Grilled Chicken Club w/ No Cheese	"Grilled Chicken Club w/ No Cheese, Entrees"	430	15	3.5	0	85	970	44	3	11	32	7.8	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Grilled Chicken Club w/ American	"Grilled Chicken Club w/ American, Entrees"	490	20	6	0	100	1200	44	3	12	35	6.8	High: sodium | Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Grilled Chicken Club w/ Pepper Jack	"Grilled Chicken Club w/ Pepper Jack, Entrees"	510	22	7	0	5	1110	44	3	11	37	7.5	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Spicy Filet	"Spicy Southwest Salad w/ Spicy Filet, Salads"	860	60	12	0	105	2230	44	8	9	37	6.4	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
Salads	Chick Fil A	Grilled Market Salad w/ Chick-fil-A Filet	"Grilled Market Salad w/ Chick-fil-A Filet, Salads"	690	41	8	0	80	1770	53	5	27	31	5.6	"High: calories, total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Grilled Market Salad w/ Spicy Filet	"Grilled Market Salad w/ Spicy Filet, Salads"	720	42	8	0	75	2040	56	6	27	30	5.8	"High: calories, total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Spicy Filet	"Cobb Salad w/ Spicy Filet, Salads"	870	62	13	0	220	2390	40	6	10	39	5.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Sandwiches	Chick Fil A	Chick-fil-A Cool Wrap	"Chick-fil-A Cool Wrap, Entrees"	660	45	9	0	110	1420	32	14	5	43	7.2	"High: total fat, saturated fat, cholesterol, sodium"	Sandwiches	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Chick-fil-A Filet	"Cobb Salad w/ Chick-fil-A Filet, Salads"	850	61	13	0	225	2130	36	6	10	40	5.5	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Chick-fil-A Filet	"Spicy Southwest Salad w/ Chick-fil-A Filet, Salads"	840	59	12	0	110	1960	40	8	9	38	6.4	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
Sandwiches	Chick Fil A	"Chilled Grilled Chicken Sub Sandwich Tray, Small"	"Chilled Grilled Chicken Sub Sandwich Tray, Small, Trays"	220	6	2.5	0	50	450	24	0	5	18	9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chilled Grilled Chicken Sub Sandwich Tray, Medium"	"Chilled Grilled Chicken Sub Sandwich Tray, Medium, Trays"	220	6	2.5	0	50	450	24	0	5	18	9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chilled Grilled Chicken Sub Sandwich Tray, Large"	"Chilled Grilled Chicken Sub Sandwich Tray, Large, Trays"	220	6	2.5	0	50	450	24	0	5	18	9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Small"	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Small, Trays"	210	6	2.5	0	40	590	24	0	5	16	8.9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Medium"	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Medium, Trays"	210	6	2.5	0	40	590	24	0	5	16	8.9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Large"	"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Large, Trays"	210	6	2.5	0	40	590	24	0	5	16	8.9	Low: dietary fiber	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chick-fil-A Cool Wrap Tray, Small"	"Chick-fil-A Cool Wrap Tray, Small, Trays"	480	39	7	0	70	970	18	7	3	22	7.9	"High: total fat, saturated fat, sodium"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chick-fil-A Cool Wrap Tray, Medium"	"Chick-fil-A Cool Wrap Tray, Medium, Trays"	480	39	7	0	70	970	18	7	3	22	7.9	"High: total fat, saturated fat, sodium"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chick-fil-A Cool Wrap Tray, Large"	"Chick-fil-A Cool Wrap Tray, Large, Trays"	480	39	7	0	70	970	18	7	3	22	7.9	"High: total fat, saturated fat, sodium"	Sandwiches	Chicken	
Salads	Chick Fil A	"Garden Salad Tray, Small"	"Garden Salad Tray, Small, Trays"	350	19	11	0.5	55	410	27	10	13	20	8.4	High: saturated fat	Salads	Veggie	
Salads	Chick Fil A	"Garden Salad Tray, Large"	"Garden Salad Tray, Large, Trays"	690	37	23	1.5	110	810	54	19	26	41	5.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar"	Salads	Veggie	
Sandwiches	Chick Fil A	Spicy Chicken Biscuit	"Spicy Chicken Biscuit, Breakfast"	430	21	8	0	35	1470	43	2	5	17	7.3	"High: saturated fat, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chick-fil-A Chick-n-Minis, 10ct"	"Chick-fil-A Chick-n-Minis, 10ct, Breakfast"	910	34	10	0	150	2640	103	6	19	49	5.2	"High: calories, total fat, saturated fat, cholesterol, sodium, sugar | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chick-fil-A Chick-n-Minis, 10ct Football-Shaped Tray"	"Chick-fil-A Chick-n-Minis, 10ct Football-Shaped Tray, Breakfast"	910	34	10	0	150	2640	103	6	19	49	5.2	"High: calories, total fat, saturated fat, cholesterol, sodium, sugar | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Hash Brown Scramble Burrito w/ Spicy Chick-n-Strips	"Hash Brown Scramble Burrito w/ Spicy Chick-n-Strips, Breakfast"	670	38	12	0.5	355	1720	52	5	2	31	5.4	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	Hash Brown Scramble Burrito w/ Spicy Chicken	"Hash Brown Scramble Burrito w/ Spicy Chicken, Breakfast"	690	40	12	0.5	405	1790	51	3	2	33	4.9	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Hash Brown Scramble Burrito w/ Spicy Chick-n-Strips, no Hash Browns"	"Hash Brown Scramble Burrito w/ Spicy Chick-n-Strips, no Hash Browns, Breakfast"	570	31	11	0.5	360	1580	40	3	2	32	5.3	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Hash Brown Scramble Burrito w/ Spicy Chicken, no Hash Browns"	"Hash Brown Scramble Burrito w/ Spicy Chicken, no Hash Browns, Breakfast"	550	29	11	0.5	405	1540	38	2	2	32	5.2	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chicken, Egg & Cheese Biscuit"	"Chicken, Egg & Cheese Biscuit, Breakfast"	530	27	11	0	215	1830	45	2	7	26	5.6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Sandwiches	Chick Fil A	"Chicken, Egg & Cheese Muffin"	"Chicken, Egg & Cheese Muffin, Breakfast"	420	19	6	0	215	1350	37	1	4	27	6.5	"High: cholesterol, sodium | Low: dietary fiber"	Sandwiches	Chicken	
Salads	Chick Fil A	Cobb Salad w/ Spicy Chick-n-Strips	"Cobb Salad w/ Spicy Chick-n-Strips, Salads"	860	60	13	0	215	2560	36	6	8	42	5.6	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Salads	Chicken	
Salads	Chick Fil A	Spicy Southwest Salad w/ Spicy Chick-fil-A Chick-n-Strips	"Spicy Southwest Salad w/ Spicy Chick-fil-A Chick-n-Strips, Salads"	850	58	11	0	105	2400	40	8	7	41	6.5	"High: calories, total fat, saturated fat, cholesterol, sodium"	Salads	Chicken	
